timestamp,position,speed,angular_velocity
1748487625495,0.006698,0.001865,0.000000
1748487625503,0.006717,0.001865,0.000000
1748487625511,0.006735,0.001865,0.000000
1748487625519,0.006753,0.001865,0.000000
1748487625527,0.006771,0.001865,0.000000
1748487625535,0.006790,0.001865,0.000000
1748487625543,0.006810,0.001865,0.000000
1748487625551,0.006828,0.001865,0.000000
1748487625559,0.006846,0.001865,0.000000
1748487625567,0.006864,0.001865,0.000000
1748487625575,0.006884,0.001865,0.000000
1748487625583,0.006904,0.001865,0.000000
1748487625591,0.006923,0.001865,0.000000
1748487625599,0.006942,0.001865,0.000000
1748487625607,0.006961,0.001865,0.000000
1748487625615,0.006980,0.001865,0.000000
1748487625623,0.007001,0.001865,0.000000
1748487625631,0.007021,0.001865,0.000000
1748487625639,0.007040,0.001865,0.000000
1748487625647,0.007060,0.001865,0.000000
1748487625655,0.007080,0.001865,0.000000
1748487625663,0.007100,0.001865,0.000000
1748487625671,0.007137,0.000887,0.000000
1748487625679,0.007156,0.000887,0.000000
1748487625687,0.007177,0.000887,0.000000
1748487625695,0.007195,0.000887,0.000000
1748487625703,0.007214,0.000887,0.000000
1748487625711,0.007234,0.000887,0.000000
1748487625719,0.007255,0.000887,0.000000
1748487625727,0.007274,0.000887,0.000000
1748487625735,0.007292,0.000887,0.000000
1748487625743,0.007312,0.000887,0.000000
1748487625751,0.007333,0.000887,0.000000
1748487625759,0.007353,0.000887,0.000000
1748487625767,0.007374,0.000887,0.000000
1748487625775,0.007394,0.000887,0.000000
1748487625783,0.007414,0.000887,0.000000
1748487625791,0.007434,0.000887,0.000000
1748487625799,0.007455,0.000887,0.000000
1748487625807,0.007474,0.000887,0.000000
1748487625815,0.007494,0.000887,0.000000
1748487625823,0.007513,0.000887,0.000000
1748487625831,0.007532,0.000887,0.000000
1748487625839,0.007551,0.000887,0.000000
1748487625847,0.007571,0.000887,0.000000
1748487625855,0.007590,0.000887,0.000000
1748487625863,0.007610,0.000887,0.000000
1748487625871,0.007984,0.006587,0.000000
1748487625879,0.008004,0.006587,0.000000
1748487625887,0.008024,0.006587,0.000000
1748487625895,0.008044,0.006587,0.000000
1748487625903,0.008064,0.006587,0.000000
1748487625911,0.008084,0.006587,0.000000
1748487625919,0.008104,0.006587,0.000000
1748487625927,0.008125,0.006587,0.000000
1748487625935,0.008147,0.006587,0.000000
1748487625943,0.008168,0.006587,0.000000
1748487625951,0.008189,0.006587,0.000000
1748487625959,0.008210,0.006587,0.000000
1748487625967,0.008231,0.006587,0.000000
1748487625975,0.008251,0.006587,0.000000
1748487625983,0.008273,0.006587,0.000000
1748487625991,0.008294,0.006587,0.000000
1748487625999,0.008314,0.006587,0.000000
