trajectory_id,timestamp,position,speed,angular_velocity
51,1748487806476,327.657284,155.438161,0.000000
51,1748487806476,343.433892,160.104375,0.000000
51,1748487806476,359.680234,164.832837,0.000000
51,1748487806476,376.402534,169.623547,0.000000
51,1748487806476,393.607018,174.476506,0.000000
51,1748487806476,411.299910,179.391713,0.000000
51,1748487806476,429.487436,184.369167,0.000000
51,1748487806476,448.175819,189.408870,0.000000
51,1748487806476,467.371285,194.510821,0.000000
51,1748487806476,487.080058,199.675021,0.000000
51,1748487806476,507.308364,204.901468,0.000000
51,1748487806476,528.062427,210.190164,0.000000
51,1748487806476,549.348471,215.541107,0.000000
51,1748487806476,571.172723,220.954299,0.000000
51,1748487806476,593.541406,226.429739,0.000000
51,1748487806476,616.460746,231.967427,0.000000
51,1748487806476,639.936966,237.567363,0.000000
51,1748487806476,663.976293,243.229548,0.000000
51,1748487806476,688.584951,248.953980,0.000000
51,1748487806476,713.769164,254.740661,0.000000
51,1748487806476,739.535158,260.589590,0.000000
51,1748487806476,765.889157,266.500767,0.000000
51,1748487806476,792.837386,272.474192,0.000000
52,1748487807476,0.094979,0.005033,0.000000
52,1748487807476,0.169578,1.497313,0.000000
52,1748487807476,0.396519,3.051890,0.000000
52,1748487807476,0.782032,4.668763,0.000000
52,1748487807476,1.332348,6.347933,0.000000
52,1748487807476,2.053695,8.089399,0.000000
52,1748487807476,2.952304,9.893162,0.000000
52,1748487807476,4.034404,11.759221,0.000000
52,1748487807476,5.306225,13.687576,0.000000
52,1748487807476,6.773996,15.678228,0.000000
52,1748487807476,8.443947,17.731177,0.000000
52,1748487807476,10.322308,19.846422,0.000000
52,1748487807476,12.415308,22.023964,0.000000
52,1748487807476,14.729177,24.263802,0.000000
52,1748487807476,17.270145,26.565937,0.000000
52,1748487807476,20.044441,28.930368,0.000000
52,1748487807476,23.058295,31.357095,0.000000
52,1748487807476,26.317937,33.846119,0.000000
52,1748487807476,29.829596,36.397440,0.000000
52,1748487807476,33.599501,39.011057,0.000000
